lessonId,lessonPath,category,companionId,companionPath,companionRole,currentLinkExists,confidence,recommendedDecision,recommendedPlacement,recommendedAnchor,editorialDecision,editorialNotes
"textbook-lesson.calc-1-unit-2b-derivative-applications-advanced-newton-convergence","/subjects/math/calculus/derivative-applications/advanced-newton-convergence/","worked-example","worked-problem.worked-problem-fundamental-theorem-derivative","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-advanced-notes","/subjects/math/calculus/derivative-applications/advanced-notes/","quick-explanation","article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-advanced-notes","/subjects/math/calculus/derivative-applications/advanced-notes/","reference","glossary-term.glossary-resource-antiderivative","/glossary/math/antiderivative/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-advanced-notes","/subjects/math/calculus/derivative-applications/advanced-notes/","tool-or-visual","visual-guide.calculus-resource-derivative-rules-map","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","false","high-confidence-inferred","REVIEW","lesson-footer","Use the tool or visual","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-advanced-notes","/subjects/math/calculus/derivative-applications/advanced-notes/","worked-example","worked-problem.worked-problem-fundamental-theorem-derivative","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-advanced-sensitivity-elasticity","/subjects/math/calculus/derivative-applications/advanced-sensitivity-elasticity/","quick-explanation","article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-advanced-sensitivity-elasticity","/subjects/math/calculus/derivative-applications/advanced-sensitivity-elasticity/","reference","glossary-term.glossary-resource-antiderivative","/glossary/math/antiderivative/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-advanced-sensitivity-elasticity","/subjects/math/calculus/derivative-applications/advanced-sensitivity-elasticity/","tool-or-visual","visual-guide.calculus-resource-derivative-rules-map","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","false","high-confidence-inferred","REVIEW","lesson-footer","Use the tool or visual","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-advanced-sensitivity-elasticity","/subjects/math/calculus/derivative-applications/advanced-sensitivity-elasticity/","worked-example","worked-problem.worked-problem-fundamental-theorem-derivative","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-anatomy-of-optimization","/subjects/math/calculus/derivative-applications/anatomy-of-optimization/","practice","worksheet.calculus-resource-optimization","/subjects/math/calculus/worksheets/optimization/","worksheet","false","high-confidence-inferred","REVIEW","lesson-practice","Practice this skill","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-anatomy-of-optimization","/subjects/math/calculus/derivative-applications/anatomy-of-optimization/","quick-explanation","article.resource-math-calculus-derivative-applications-optimization","/subjects/math/calculus/derivative-applications/optimization/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-anatomy-of-optimization","/subjects/math/calculus/derivative-applications/anatomy-of-optimization/","reference","glossary-term.glossary-resource-optimization","/glossary/math/optimization/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-anatomy-of-optimization","/subjects/math/calculus/derivative-applications/anatomy-of-optimization/","worked-example","worked-problem.worked-problem-fencing-optimization","/subjects/math/calculus/worked-problems/fencing-optimization/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-approximation-concept-quiz","/subjects/math/calculus/derivative-applications/approximation-concept-quiz/","quick-explanation","article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-approximation-concept-quiz","/subjects/math/calculus/derivative-applications/approximation-concept-quiz/","reference","glossary-term.glossary-resource-antiderivative","/glossary/math/antiderivative/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-approximation-concept-quiz","/subjects/math/calculus/derivative-applications/approximation-concept-quiz/","tool-or-visual","visual-guide.calculus-resource-derivative-rules-map","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","false","high-confidence-inferred","REVIEW","lesson-footer","Use the tool or visual","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-approximation-concept-quiz","/subjects/math/calculus/derivative-applications/approximation-concept-quiz/","worked-example","worked-problem.worked-problem-fundamental-theorem-derivative","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-approximation-review","/subjects/math/calculus/derivative-applications/approximation-review/","quick-explanation","article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-approximation-review","/subjects/math/calculus/derivative-applications/approximation-review/","reference","glossary-term.glossary-resource-antiderivative","/glossary/math/antiderivative/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-approximation-review","/subjects/math/calculus/derivative-applications/approximation-review/","tool-or-visual","visual-guide.calculus-resource-derivative-rules-map","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","false","high-confidence-inferred","REVIEW","lesson-footer","Use the tool or visual","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-approximation-review","/subjects/math/calculus/derivative-applications/approximation-review/","worked-example","worked-problem.worked-problem-fundamental-theorem-derivative","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-bridge-diagnostic","/subjects/math/calculus/derivative-applications/bridge-diagnostic/","quick-explanation","article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-bridge-diagnostic","/subjects/math/calculus/derivative-applications/bridge-diagnostic/","reference","glossary-term.glossary-resource-antiderivative","/glossary/math/antiderivative/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-bridge-diagnostic","/subjects/math/calculus/derivative-applications/bridge-diagnostic/","tool-or-visual","visual-guide.calculus-resource-derivative-rules-map","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","false","high-confidence-inferred","REVIEW","lesson-footer","Use the tool or visual","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-bridge-diagnostic","/subjects/math/calculus/derivative-applications/bridge-diagnostic/","worked-example","worked-problem.worked-problem-fundamental-theorem-derivative","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-closed-interval-method","/subjects/math/calculus/derivative-applications/closed-interval-method/","quick-explanation","article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-closed-interval-method","/subjects/math/calculus/derivative-applications/closed-interval-method/","reference","glossary-term.glossary-resource-antiderivative","/glossary/math/antiderivative/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-closed-interval-method","/subjects/math/calculus/derivative-applications/closed-interval-method/","tool-or-visual","visual-guide.calculus-resource-derivative-rules-map","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","false","high-confidence-inferred","REVIEW","lesson-footer","Use the tool or visual","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-closed-interval-method","/subjects/math/calculus/derivative-applications/closed-interval-method/","worked-example","worked-problem.worked-problem-fundamental-theorem-derivative","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-common-errors","/subjects/math/calculus/derivative-applications/common-errors/","practice","worksheet.calculus-resource-optimization","/subjects/math/calculus/worksheets/optimization/","worksheet","false","high-confidence-inferred","REVIEW","lesson-practice","Practice this skill","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-common-errors","/subjects/math/calculus/derivative-applications/common-errors/","quick-explanation","article.resource-math-calculus-derivative-applications-optimization","/subjects/math/calculus/derivative-applications/optimization/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-common-errors","/subjects/math/calculus/derivative-applications/common-errors/","reference","glossary-term.glossary-resource-optimization","/glossary/math/optimization/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-common-errors","/subjects/math/calculus/derivative-applications/common-errors/","worked-example","worked-problem.worked-problem-fencing-optimization","/subjects/math/calculus/worked-problems/fencing-optimization/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-concavity","/subjects/math/calculus/derivative-applications/concavity/","quick-explanation","article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-concavity","/subjects/math/calculus/derivative-applications/concavity/","reference","glossary-term.glossary-resource-antiderivative","/glossary/math/antiderivative/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-concavity","/subjects/math/calculus/derivative-applications/concavity/","tool-or-visual","visual-guide.calculus-resource-derivative-rules-map","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","false","high-confidence-inferred","REVIEW","lesson-footer","Use the tool or visual","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-concavity","/subjects/math/calculus/derivative-applications/concavity/","worked-example","worked-problem.worked-problem-fundamental-theorem-derivative","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-cumulative-practice","/subjects/math/calculus/derivative-applications/cumulative-practice/","quick-explanation","article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-cumulative-practice","/subjects/math/calculus/derivative-applications/cumulative-practice/","reference","glossary-term.glossary-resource-antiderivative","/glossary/math/antiderivative/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-cumulative-practice","/subjects/math/calculus/derivative-applications/cumulative-practice/","tool-or-visual","visual-guide.calculus-resource-derivative-rules-map","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","false","high-confidence-inferred","REVIEW","lesson-footer","Use the tool or visual","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-cumulative-practice","/subjects/math/calculus/derivative-applications/cumulative-practice/","worked-example","worked-problem.worked-problem-fundamental-theorem-derivative","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-curve-sketching","/subjects/math/calculus/derivative-applications/curve-sketching/","quick-explanation","article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-curve-sketching","/subjects/math/calculus/derivative-applications/curve-sketching/","reference","glossary-term.glossary-resource-antiderivative","/glossary/math/antiderivative/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-curve-sketching","/subjects/math/calculus/derivative-applications/curve-sketching/","tool-or-visual","visual-guide.calculus-resource-derivative-rules-map","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","false","high-confidence-inferred","REVIEW","lesson-footer","Use the tool or visual","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-curve-sketching","/subjects/math/calculus/derivative-applications/curve-sketching/","worked-example","worked-problem.worked-problem-fundamental-theorem-derivative","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-derivative-graphs","/subjects/math/calculus/derivative-applications/derivative-graphs/","quick-explanation","article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-derivative-graphs","/subjects/math/calculus/derivative-applications/derivative-graphs/","reference","glossary-term.glossary-resource-antiderivative","/glossary/math/antiderivative/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-derivative-graphs","/subjects/math/calculus/derivative-applications/derivative-graphs/","tool-or-visual","visual-guide.calculus-resource-derivative-rules-map","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","false","high-confidence-inferred","REVIEW","lesson-footer","Use the tool or visual","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-derivative-graphs","/subjects/math/calculus/derivative-applications/derivative-graphs/","worked-example","worked-problem.worked-problem-fundamental-theorem-derivative","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-differentials","/subjects/math/calculus/derivative-applications/differentials/","quick-explanation","article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-differentials","/subjects/math/calculus/derivative-applications/differentials/","reference","glossary-term.glossary-resource-antiderivative","/glossary/math/antiderivative/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-differentials","/subjects/math/calculus/derivative-applications/differentials/","tool-or-visual","visual-guide.calculus-resource-derivative-rules-map","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","false","high-confidence-inferred","REVIEW","lesson-footer","Use the tool or visual","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-differentials","/subjects/math/calculus/derivative-applications/differentials/","worked-example","worked-problem.worked-problem-fundamental-theorem-derivative","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-error-estimation","/subjects/math/calculus/derivative-applications/error-estimation/","quick-explanation","article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-error-estimation","/subjects/math/calculus/derivative-applications/error-estimation/","reference","glossary-term.glossary-resource-antiderivative","/glossary/math/antiderivative/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-error-estimation","/subjects/math/calculus/derivative-applications/error-estimation/","tool-or-visual","visual-guide.calculus-resource-derivative-rules-map","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","false","high-confidence-inferred","REVIEW","lesson-footer","Use the tool or visual","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-error-estimation","/subjects/math/calculus/derivative-applications/error-estimation/","worked-example","worked-problem.worked-problem-fundamental-theorem-derivative","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-extrema-and-critical-numbers","/subjects/math/calculus/derivative-applications/extrema-and-critical-numbers/","quick-explanation","article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-extrema-and-critical-numbers","/subjects/math/calculus/derivative-applications/extrema-and-critical-numbers/","reference","glossary-term.glossary-resource-antiderivative","/glossary/math/antiderivative/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-extrema-and-critical-numbers","/subjects/math/calculus/derivative-applications/extrema-and-critical-numbers/","tool-or-visual","visual-guide.calculus-resource-derivative-rules-map","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","false","high-confidence-inferred","REVIEW","lesson-footer","Use the tool or visual","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-extrema-and-critical-numbers","/subjects/math/calculus/derivative-applications/extrema-and-critical-numbers/","worked-example","worked-problem.worked-problem-fundamental-theorem-derivative","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-first-derivative-test","/subjects/math/calculus/derivative-applications/first-derivative-test/","quick-explanation","article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-first-derivative-test","/subjects/math/calculus/derivative-applications/first-derivative-test/","reference","glossary-term.glossary-resource-antiderivative","/glossary/math/antiderivative/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-first-derivative-test","/subjects/math/calculus/derivative-applications/first-derivative-test/","tool-or-visual","visual-guide.calculus-resource-derivative-rules-map","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","false","high-confidence-inferred","REVIEW","lesson-footer","Use the tool or visual","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-first-derivative-test","/subjects/math/calculus/derivative-applications/first-derivative-test/","worked-example","worked-problem.worked-problem-fundamental-theorem-derivative","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-graph-analysis-story","/subjects/math/calculus/derivative-applications/graph-analysis-story/","quick-explanation","article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-graph-analysis-story","/subjects/math/calculus/derivative-applications/graph-analysis-story/","reference","glossary-term.glossary-resource-antiderivative","/glossary/math/antiderivative/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-graph-analysis-story","/subjects/math/calculus/derivative-applications/graph-analysis-story/","tool-or-visual","visual-guide.calculus-resource-derivative-rules-map","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","false","high-confidence-inferred","REVIEW","lesson-footer","Use the tool or visual","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-graph-analysis-story","/subjects/math/calculus/derivative-applications/graph-analysis-story/","worked-example","worked-problem.worked-problem-fundamental-theorem-derivative","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-how-to-translate-word-problems","/subjects/math/calculus/derivative-applications/how-to-translate-word-problems/","quick-explanation","article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-how-to-translate-word-problems","/subjects/math/calculus/derivative-applications/how-to-translate-word-problems/","reference","glossary-term.glossary-resource-antiderivative","/glossary/math/antiderivative/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-how-to-translate-word-problems","/subjects/math/calculus/derivative-applications/how-to-translate-word-problems/","tool-or-visual","visual-guide.calculus-resource-derivative-rules-map","/subjects/math/calculus/visuals/derivative-rules-map/","visual-guide","false","high-confidence-inferred","REVIEW","lesson-footer","Use the tool or visual","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-how-to-translate-word-problems","/subjects/math/calculus/derivative-applications/how-to-translate-word-problems/","worked-example","worked-problem.worked-problem-fundamental-theorem-derivative","/subjects/math/calculus/worked-problems/fundamental-theorem-derivative/","worked-problem","false","high-confidence-inferred","REVIEW","lesson-footer","See a worked example","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-increasing-decreasing","/subjects/math/calculus/derivative-applications/increasing-decreasing/","quick-explanation","article.resource-math-calculus-derivative-applications-curve-sketching-from-derivatives","/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","method-guide","false","high-confidence-inferred","REVIEW","lesson-footer","See a clear explanation","",""
"textbook-lesson.calc-1-unit-2b-derivative-applications-increasing-decreasing","/subjects/math/calculus/derivative-applications/increasing-decreasing/","reference","glossary-term.glossary-resource-antiderivative","/glossary/math/antiderivative/","glossary-term","false","high-confidence-inferred","REVIEW","lesson-footer","Review the definition","",""
