route,skills,confidence
"/subjects/math/algebra/expressions-equations/combining-like-terms/","skill.algebra.method-guide.combining-like-terms","medium-confidence-inferred"
"/subjects/math/algebra/expressions-equations/distributive-property/","skill.algebra.method-guide.distributive-property","medium-confidence-inferred"
"/subjects/math/algebra/expressions-equations/evaluating-expressions-by-substitution/","skill.algebra.method-guide.evaluating-expressions-by-substitution","medium-confidence-inferred"
"/subjects/math/algebra/expressions-equations/order-of-operations-with-variables/","skill.algebra.method-guide.order-of-operations-with-variables","medium-confidence-inferred"
"/subjects/math/algebra/expressions-equations/solving-linear-equations/","skill.algebra.decision-guide.solving-linear-equations","medium-confidence-inferred"
"/subjects/math/algebra/expressions-equations/variables-on-both-sides/","skill.algebra.decision-guide.variables-on-both-sides","medium-confidence-inferred"
"/subjects/math/algebra/linear-relationships/","skill.algebra.quick-answer.linear-relationships","medium-confidence-inferred"
"/subjects/math/algebra/linear-relationships/equation-from-two-points/","skill.algebra.decision-guide.equation-from-two-points","medium-confidence-inferred"
"/subjects/math/algebra/linear-relationships/graphing-linear-equations-from-standard-form/","skill.algebra.decision-guide.graphing-linear-equations-from-standard-form","medium-confidence-inferred"
"/subjects/math/algebra/linear-relationships/interpreting-linear-models/","skill.algebra.quick-answer.interpreting-linear-models","medium-confidence-inferred"
"/subjects/math/algebra/linear-relationships/parallel-perpendicular-lines/","skill.algebra.decision-guide.parallel-perpendicular-lines","medium-confidence-inferred"
"/subjects/math/algebra/linear-relationships/point-slope-vs-slope-intercept/","skill.algebra.quick-answer.point-slope-vs-slope-intercept","medium-confidence-inferred"
"/subjects/math/algebra/linear-relationships/slope-as-rate-of-change/","skill.algebra.quick-answer.slope-as-rate-of-change","medium-confidence-inferred"
"/subjects/math/algebra/polynomials-factoring/","skill.algebra.quick-answer.polynomials-factoring","medium-confidence-inferred"
"/subjects/math/algebra/polynomials-factoring/completing-the-square/","skill.algebra.decision-guide.completing-the-square","medium-confidence-inferred"
"/subjects/math/algebra/polynomials-factoring/exponent-rules/","skill.algebra.method-guide.exponent-rules","medium-confidence-inferred"
"/subjects/math/algebra/polynomials-factoring/factoring-trinomials/","skill.algebra.decision-guide.factoring-trinomials","medium-confidence-inferred"
"/subjects/math/algebra/polynomials-factoring/greatest-common-factor/","skill.algebra.decision-guide.greatest-common-factor","medium-confidence-inferred"
"/subjects/math/algebra/polynomials-factoring/multiply-polynomials/","skill.algebra.decision-guide.multiply-polynomials","medium-confidence-inferred"
"/subjects/math/algebra/polynomials-factoring/special-factor-patterns/","skill.algebra.decision-guide.special-factor-patterns","medium-confidence-inferred"
"/subjects/math/algebra/radicals-exponents-functions/","skill.algebra.quick-answer.radicals-exponents-functions","medium-confidence-inferred"
"/subjects/math/algebra/radicals-exponents-functions/exponential-growth-and-decay/","skill.algebra.decision-guide.exponential-growth-and-decay","medium-confidence-inferred"
"/subjects/math/algebra/radicals-exponents-functions/function-notation/","skill.algebra.quick-answer.function-notation","medium-confidence-inferred"
"/subjects/math/algebra/radicals-exponents-functions/inverse-functions-vs-reciprocals/","skill.algebra.decision-guide.inverse-functions-vs-reciprocals","medium-confidence-inferred"
"/subjects/math/algebra/radicals-exponents-functions/rational-exponents/","skill.algebra.method-guide.rational-exponents","medium-confidence-inferred"
"/subjects/math/algebra/radicals-exponents-functions/simplifying-radicals/","skill.algebra.method-guide.simplifying-radicals","medium-confidence-inferred"
"/subjects/math/algebra/radicals-exponents-functions/solving-radical-equations/","skill.algebra.method-guide.solving-radical-equations","medium-confidence-inferred"
"/subjects/math/algebra/rational-expressions/","skill.algebra.quick-answer.rational-expressions","medium-confidence-inferred"
"/subjects/math/algebra/rational-expressions/add-subtract-rational-expressions/","skill.algebra.method-guide.add-subtract-rational-expressions","medium-confidence-inferred"
"/subjects/math/algebra/rational-expressions/direct-inverse-variation/","skill.algebra.quick-answer.direct-inverse-variation","medium-confidence-inferred"
"/subjects/math/algebra/rational-expressions/rational-domain-restrictions/","skill.algebra.method-guide.rational-domain-restrictions","medium-confidence-inferred"
"/subjects/math/algebra/rational-expressions/simplifying-complex-rational-expressions/","skill.algebra.method-guide.simplifying-complex-rational-expressions","medium-confidence-inferred"
"/subjects/math/algebra/rational-expressions/simplifying-rational-expressions/","skill.algebra.method-guide.simplifying-rational-expressions","medium-confidence-inferred"
"/subjects/math/algebra/rational-expressions/solving-rational-equations/","skill.algebra.method-guide.solving-rational-equations","medium-confidence-inferred"
"/subjects/math/algebra/systems-inequalities/","skill.algebra.quick-answer.systems-inequalities","medium-confidence-inferred"
"/subjects/math/algebra/systems-inequalities/choosing-system-method/","skill.algebra.decision-guide.choosing-system-method","medium-confidence-inferred"
"/subjects/math/algebra/systems-inequalities/compound-inequalities/","skill.algebra.method-guide.compound-inequalities","medium-confidence-inferred"
"/subjects/math/algebra/systems-inequalities/elimination-systems/","skill.algebra.decision-guide.elimination-systems","medium-confidence-inferred"
"/subjects/math/algebra/systems-inequalities/graphing-linear-inequalities/","skill.algebra.decision-guide.graphing-linear-inequalities","medium-confidence-inferred"
"/subjects/math/algebra/systems-inequalities/no-one-infinite-solutions/","skill.algebra.decision-guide.no-one-infinite-solutions","medium-confidence-inferred"
"/subjects/math/algebra/systems-inequalities/substitution-systems/","skill.algebra.decision-guide.substitution-systems","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/advanced-cauchy-mvt/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/advanced-convexity/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/advanced-newton-convergence/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/advanced-notes/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/advanced-sensitivity-elasticity/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/anatomy-of-optimization/","skill.calculus.textbook-lesson.optimization","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/approximation-concept-quiz/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/approximation-review/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/bridge-diagnostic/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/closed-interval-method/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/common-errors/","skill.calculus.textbook-lesson.optimization","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/concavity/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/cumulative-practice/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/curve-sketching-from-derivatives/","skill.calculus.method-guide.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/curve-sketching/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/derivative-graphs/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/differentials/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/error-estimation/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/extrema-and-critical-numbers/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/first-derivative-test/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/graph-analysis-story/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/how-to-translate-word-problems/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/increasing-decreasing/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/interpretation-concept-quiz/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/interpretation-review/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/interpreting-derivatives/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/interpreting-higher-derivatives/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/lhopital-concept-quiz/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/lhopital-infinity-over-infinity/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/lhopital-is-not-cancellation/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/lhopital-review/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/lhopital-rule/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/lhopital-zero-over-zero/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/linear-approximation/","skill.calculus.method-guide.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/linearization-practice/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/local-linearity/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/manufacturing-tolerance/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/marginal-analysis/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/mean-value-theorem/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/medication-concentration/","skill.calculus.textbook-lesson.limit","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/modeling-studio-review/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/modeling-studio/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/newtons-method/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/optimization-business-science/","skill.calculus.textbook-lesson.optimization","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/optimization-closed-interval/","skill.calculus.textbook-lesson.optimization","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/optimization-concept-quiz/","skill.calculus.textbook-lesson.optimization","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/optimization-geometry/","skill.calculus.textbook-lesson.optimization","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/optimization-modeling/","skill.calculus.textbook-lesson.optimization","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/optimization-review/","skill.calculus.textbook-lesson.optimization","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/optimization/","skill.calculus.method-guide.optimization","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/other-indeterminate-forms/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/position-velocity-acceleration/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/practice-exam-a-answer-key/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/practice-exam-a/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/practice-exam-b-answer-key/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/practice-exam-b/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/radar-tracking/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/rates-from-data/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/reference/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-angle/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-concept-quiz/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-mixed/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-pythagorean/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-review/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-shadows/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-volume/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates-workflow/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/related-rates/","skill.calculus.method-guide.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/repeated-lhopital/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/rolles-theorem/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/second-derivative-test/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/speeding-up-slowing-down/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/stopping-distance/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/theorems-shape-concept-quiz/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/theorems-shape-review/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/unit-2b-review/","skill.calculus.decision-guide.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/when-not-lhopital/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/why-linear-approximation-works/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivative-applications/why-related-rates-feel-hard/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-chain-rule-linear-maps/","skill.calculus.textbook-lesson.chain-rule","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-darboux-derivatives/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-implicit-function-theorem/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-local-linearity-little-o/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/advanced-notes-2a/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-exp-log/","skill.calculus.textbook-lesson.chain-rule","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-rule-basic/","skill.calculus.textbook-lesson.chain-rule","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-rule-concept-quiz/","skill.calculus.textbook-lesson.chain-rule","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-rule-map/","skill.calculus.textbook-lesson.chain-rule","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-rule-review/","skill.calculus.textbook-lesson.chain-rule","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-rule/","skill.calculus.method-guide.chain-rule","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/chain-trig/","skill.calculus.textbook-lesson.chain-rule","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/combined-rules/","skill.calculus.textbook-lesson.chain-rule","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/composition/","skill.calculus.textbook-lesson.chain-rule","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/core-rules-concept-quiz/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/core-rules-review/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/derivative-at-a-point/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/derivative-computation-strategy/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/derivative-function/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/derivative-of-x-to-the-x/","skill.calculus.quick-answer.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/derivatives-of-inverse-trig-functions/","skill.calculus.method-guide.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/difference-quotient-algebra/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/differentiability-and-continuity/","skill.calculus.textbook-lesson.continuity","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/exponential-e/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/foundations-concept-quiz/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/foundations-review/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/from-graphs-and-tables/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/general-exponential/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/general-logarithms/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/higher-derivative-techniques/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/higher-derivatives/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-differentiation/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-inverse-concept-quiz/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-inverse-review/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-second-derivative/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/implicit-tangent-lines/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/inverse-function-rule/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/inverse-trig/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/logarithmic-differentiation/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/multiple-chain-layers/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/natural-log/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/negative-fractional-powers/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/notation-and-units/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/notation-guide/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/other-trig-functions/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/power-rule/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/practice-exam-a-answer-key/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/practice-exam-b-answer-key/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/prerequisite-diagnostic/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/product-rule-vs-quotient-rule/","skill.calculus.decision-guide.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/product-rule/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/quotient-rule/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/rule-selection/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/sine-and-cosine/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/special-functions-concept-quiz/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/special-functions-review/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/sum-and-constant-multiple-rules/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/tangent-line-equation/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-common-errors/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-cumulative-practice/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-practice-exam-a/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-practice-exam-b/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-reference/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/unit-2a-review/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/variable-exponents/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/what-does-derivative-mean/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/what-implicit-means/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/why-derivative-rules-work/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/formula-sheets/derivative-rules/","skill.calculus.formula-sheet.derivative","medium-confidence-inferred"
"/subjects/math/calculus/integrals/accumulation-functions/","skill.calculus.textbook-lesson.integral","medium-confidence-inferred"
"/subjects/math/calculus/integrals/antiderivatives/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/integrals/average-value-of-a-function/","skill.calculus.textbook-lesson.integral","medium-confidence-inferred"
"/subjects/math/calculus/integrals/basic-antiderivative-rules/","skill.calculus.textbook-lesson.derivative","medium-confidence-inferred"
"/subjects/math/calculus/integrals/common-errors/","skill.calculus.textbook-lesson.integral","medium-confidence-inferred"
"/subjects/math/calculus/integrals/cumulative-practice/","skill.calculus.textbook-lesson.integral","medium-confidence-inferred"
"/subjects/math/calculus/integrals/definite-integral-signed-area/","skill.calculus.textbook-lesson.integral","medium-confidence-inferred"
"/subjects/math/calculus/integrals/definite-integrals-by-substitution/","skill.calculus.textbook-lesson.integral","medium-confidence-inferred"
"/subjects/math/calculus/integrals/displacement-and-distance/","skill.calculus.textbook-lesson.integral","medium-confidence-inferred"
"/subjects/math/calculus/integrals/fundamental-theorem-part-one/","skill.calculus.textbook-lesson.integral","medium-confidence-inferred"
"/subjects/math/calculus/integrals/fundamental-theorem-part-two/","skill.calculus.textbook-lesson.integral","medium-confidence-inferred"
"/subjects/math/calculus/integrals/improper-integrals-infinite-intervals/","skill.calculus.textbook-lesson.integral","medium-confidence-inferred"
"/subjects/math/calculus/integrals/improper-integrals-unbounded-functions/","skill.calculus.textbook-lesson.integral","medium-confidence-inferred"
"/subjects/math/calculus/integrals/indefinite-integrals-and-c/","skill.calculus.textbook-lesson.integral","medium-confidence-inferred"
"/subjects/math/calculus/integrals/initial-value-problems/","skill.calculus.textbook-lesson.integral","medium-confidence-inferred"
