path,pageType,status,contentType,canonical,robots,title,metaDescription,h1Count,mainCount,imageCount,missingAltCount,textLength,textFingerprint,mainTextLength,mainTextFingerprint
"/subjects/math/algebra/","subject-or-article","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/algebra/","index, follow","Algebra resources | Better Grades","Equations, linear relationships, systems, polynomials, rational expressions, radicals, and functions—built as one connected toolkit.","1","1","0","0","2697","5ce2e276213db6d77dd13cafa37b01aca94fa5cd4ee6442dfa4daf340eec0adb","1532","1a2485c58685ccf9dbdd803b96e850c852f52019bb16c41ca2caf5c9cc13dc18"
"/subjects/math/calculus/","subject-or-article","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/","index, follow","Calculus resources | Better Grades","Limits, derivatives, integrals, applications, sequences, and series in one connected course map.","1","1","0","0","5223","b43e568852ef627cf0ba5b0b33e948ef6a71348348d546be869d2b5a2b6d9041","4057","3651075f7e829bf53e30ec12af0186b3b13643ee210fc042d4dd45017845a6bd"
"/subjects/math/calculus/derivatives/","subject-or-article","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/","index, follow","Unit 2A: Derivative Foundations and Differentiation Techniques | Better Grades","Study Unit 2A: Derivative Foundations and Differentiation Techniques through a complete sequential course with explanations, visuals, checks, reviews, practice exams, and answer keys.","2","2","0","0","18512","d6cc402380774deee03146ce0791e96fce050d7e5414e8049504bbecd3d2ff6f","2462","20c6599157430f0cbd90fa685aa21b0307fed8c0bf474552e387b69305362e3b"
"/subjects/math/calculus/derivatives/prerequisite-diagnostic/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/prerequisite-diagnostic/","index, follow","Derivative Prerequisite Diagnostic | Unit 2A | Better Grades","Check the prerequisite skills needed for Derivative Foundations and Techniques and follow targeted review links before beginning the unit. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","2","2","0","0","7235","fbb05fc19a335900f16b7d27dcafc7593d223aa157c23095831867ab857b6a98","1600","3376e32dc2fe6d05cfc8434d3928f3ad30b9ab260037192f70e097ff5b6190d5"
"/subjects/math/calculus/derivatives/notation-guide/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/notation-guide/","index, follow","Derivative Notation Guide | Unit 2A | Better Grades","Use this derivative foundations and techniques reference for formulas, notation, domains, units, and problem-solving strategy. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","2","2","0","0","6793","c3626425698ee39b6717263f4757c87ad71f038cf74643dd72e78a3f7dd34da0","1472","54ab6f85e5a7b887767b8fb909ab8729172892e13b98de8228852eb665b69adb"
"/subjects/math/calculus/derivatives/what-does-derivative-mean/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/what-does-derivative-mean/","index, follow","What Does the Word Derivative Mean in Calculus? | Unit 2A | Better Grades","Learn what does the word derivative mean in calculus? with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","2","2","2","0","13857","1fdf44ab69ded9f2c40c7c3e41975a3da42f8da1130e3aac7d1913cee1b00381","4538","844be94bc0e7bcbbd89a4bdfbdc086b09c441cdc13f827c30b7549586401c453"
"/subjects/math/calculus/derivatives/why-derivatives-matter/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/why-derivatives-matter/","index, follow","Why Derivatives Matter | Unit 2A | Better Grades","Learn why derivatives matter with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","2","2","2","0","13932","788709c5309e1e628eb3c1724f679f905f11b85b7aa6bc8e86758f340fdcf5e3","4525","35fbe1c94cb29f585c99b7613c49ecdb3e2b4ab25ebcea0748f23d5b95ef27e8"
"/subjects/math/calculus/derivatives/derivative-at-a-point/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/derivative-at-a-point/","index, follow","The Derivative at a Point | Unit 2A | Better Grades","Learn the derivative at a point with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","2","2","2","0","14296","328fa230bb054170a945f3ce8c1427b7c38ce930296e087196ad08d83617a46a","4629","2f5a69b6b7140ea5447e173966a969f9bc3dd7ae1d03efbdd5b11fa9fda4c8d8"
"/subjects/math/calculus/derivatives/difference-quotient-algebra/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/difference-quotient-algebra/","index, follow","Difference Quotient Algebra Without Skipped Steps | Unit 2A | Better Grades","Learn difference quotient algebra without skipped steps with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","2","2","2","0","11824","cbaabf3f101536b97343cf52cf0221ebb52ceafc47ddb3e156b18df463eae3aa","3381","bcaeea87853ffcc2611431f09145c0f15d6220d886ee0afbe031ec05043c174e"
"/subjects/math/calculus/derivatives/tangent-line-equation/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/tangent-line-equation/","index, follow","Tangent and Normal Lines | Unit 2A | Better Grades","Learn tangent and normal lines with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","2","2","2","0","13735","a3132945a15c2da4e2dab06192aaba135e48f378a69f92dafd7153bbbdc8a813","4313","13760aa4531a6368f96929a9aa1ec41fc8f8429adb54348e4b5f269720fad95d"
"/subjects/math/calculus/derivatives/derivative-function/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/derivative-function/","index, follow","The Derivative as a Function | Unit 2A | Better Grades","Learn the derivative as a function with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","2","2","2","0","13443","900266792a77ea222ae9d8ceb750ee8b86041a35fb9aa47d5d21757afcbc908e","4351","f536d2232ede7032bb44b9d986b5c2397995e09dad7361bda3cc97e6f78acd92"
"/subjects/math/calculus/derivatives/notation-and-units/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/notation-and-units/","index, follow","Derivative Notation and Units | Unit 2A | Better Grades","Learn derivative notation and units with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","2","2","2","0","13992","0b9ccfd011c5bf574cc87a33c9659576aa0b80cf771fc579844d939ca2dda74c","4553","940faca3a94e54adf57ded4eb5d96086203c9adaf473e040874f86681b92ebc1"
"/subjects/math/calculus/derivatives/from-graphs-and-tables/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/from-graphs-and-tables/","index, follow","Estimating Derivatives from Graphs and Tables | Unit 2A | Better Grades","Learn estimating derivatives from graphs and tables with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","2","2","2","0","14432","3ff7a8ff618ad3c285f4440a4aa7447e8f93438aab3007d9f1fee5d4ab197bd8","4771","6b1b4d7496f22d76809f8630341f0013e90c635be31a81138bd45b2569ddf44b"
"/subjects/math/calculus/derivatives/differentiability-and-continuity/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/differentiability-and-continuity/","index, follow","Differentiability and Continuity | Unit 2A | Better Grades","Learn differentiability and continuity with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","2","2","2","0","14059","ded2edc6e2804d582d541f30c02cabcb13d3b1ef89b48dfa6dc28fe21fc9d30a","4476","9a0827341c4c72aa442383489b3dc0f742e621b300a735135b316945896a6099"
"/subjects/math/calculus/derivatives/foundations-review/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/foundations-review/","index, follow","Derivative Foundations Review | Unit 2A | Better Grades","Review derivative foundations review with mixed practice and links back to the exact lessons behind each skill. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","2","2","0","0","7057","ff43024ba69f7cd6ac473a83499c87ddd40cdb4bf2590f63fad9c973407e7bfc","1492","50e21dfc981ae933e0b0a6c879f159ca22295b0fb8da30add0418f342937465d"
"/subjects/math/calculus/derivatives/foundations-concept-quiz/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/foundations-concept-quiz/","index, follow","Derivative Foundations Concept Quiz | Unit 2A | Better Grades","Test conceptual understanding of derivative foundations concept quiz with a short self-check and model responses. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","2","2","0","0","7986","09696e4c3e760de5e8fdc505e1aee2d036e240e8436b0246323520f8e65a4d91","1241","08630dcae8ee45c00ae5f55f5ef851d36d711f78f59293acd0dd0d38c97fa6e8"
"/subjects/math/calculus/derivatives/power-rule/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/power-rule/","index, follow","The Constant and Power Rules | Unit 2A | Better Grades","Learn the constant and power rules with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","2","2","2","0","16668","747b02f23bc0d4db85412bddad782ab8b893c767fd2d06733563c68c50634893","5649","90852a086c57be1409b4334d175d38c322f758a31a069ab98ae919806c48e5ab"
"/subjects/math/calculus/derivatives/why-derivative-rules-work/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/why-derivative-rules-work/","index, follow","Derivative Rules Are Shortcuts, Not New Definitions | Unit 2A | Better Grades","Learn derivative rules are shortcuts, not new definitions with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","2","2","0","0","9798","52f9b1d4c5029f0e4083e5a4ab770b80bb7bbf7b233f75c8366b49679d030d46","2906","a0b4672fc9504962d0878a674f9ee256dd1debab4af3b1aa85c75d1511e4e28c"
"/subjects/math/calculus/derivatives/negative-fractional-powers/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/negative-fractional-powers/","index, follow","Negative and Fractional Powers | Unit 2A | Better Grades","Learn negative and fractional powers with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","2","2","0","0","11806","f601274e1ea09ed5c1be5686dac6395d9e07d85b22c7b8d5fd9e40d88d8b67c1","3667","d6a46989c7ba4f3e47e22effcc9dec04844e57842cad08328c801444789eb125"
"/subjects/math/calculus/derivatives/sum-and-constant-multiple-rules/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/sum-and-constant-multiple-rules/","index, follow","Sums and Constant Multiples | Unit 2A | Better Grades","Learn sums and constant multiples with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","2","2","0","0","11704","dcb6ea5d1fa3207cd35b9b481273c33b2e372d85b1032e60a130b026f85c390a","3555","181cc4b1542f1433438513bc0822c79efa96bcf180aa8a9c8d9212ea9b22167a"
"/subjects/math/calculus/derivatives/product-rule/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/product-rule/","index, follow","The Product Rule | Unit 2A | Better Grades","Learn the product rule with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","2","2","2","0","16654","0c16d10e83364cfc5b42c4c9f93c061b507937c3e1edbeb6604518380e71598a","5556","97b494cd04a2e63c0a95f0ef0f573089548cbc9eb86b8a1ee805d4e358a99d11"
"/subjects/math/calculus/derivatives/quotient-rule/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/quotient-rule/","index, follow","The Quotient Rule | Unit 2A | Better Grades","Learn the quotient rule with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","2","2","2","0","14684","996204a5fb38154c933ffc1b4ed8939c664eabda50a547c44c8768dcbe4bafca","4504","b80275d6cbb94582231357cfbcc025e21487dfdc7f792f2f6fe243c9b7c86ef3"
"/subjects/math/calculus/derivatives/rule-selection/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/rule-selection/","index, follow","How to Choose a Differentiation Rule | Unit 2A | Better Grades","Learn how to choose a differentiation rule with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","2","2","2","0","13557","ed63e1adf0075a72bd3ae1b34a7cee76e40c88c4f28ed63b9799c58d277fc3b5","4463","54cbc57e20b59d7fbefccf23d057108e2623aeb03d513e2c1838c9935202853e"
"/subjects/math/calculus/derivatives/core-rules-review/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/core-rules-review/","index, follow","Core Differentiation Rules Review | Unit 2A | Better Grades","Review core differentiation rules review with mixed practice and links back to the exact lessons behind each skill. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","2","2","0","0","6579","91667c6e88677cb938e2736b312eb1302896fbc05cf3d2c79649d56f23d14275","1167","17420cffb9def4149bc7bce866a0c43988a0fc1fe25ac8cb108299d57ef56481"
"/subjects/math/calculus/derivatives/core-rules-concept-quiz/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/core-rules-concept-quiz/","index, follow","Core Rules Concept Quiz | Unit 2A | Better Grades","Test conceptual understanding of core rules concept quiz with a short self-check and model responses. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","2","2","0","0","7556","0848731a65d4ef01fba16502560d6945315e0e905909f8fc4a4dfc3a7a48c18e","1098","475a51ac2aad9f17dd23045aea37d2084b6da3a9bdaeaff95d79dba05922dc47"
"/subjects/math/calculus/derivatives/sine-and-cosine/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/sine-and-cosine/","index, follow","Derivatives of Sine and Cosine | Unit 2A | Better Grades","Learn derivatives of sine and cosine with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","2","2","2","0","16036","cd14dce18e9cd3b029737d0bd53d94d957b3660dd242f17cec7486ba84652fc9","5028","0cb6b0e3b17ceb123af66be5dabcd60637d28e69f3509584d977495a2d4381d8"
"/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/why-special-derivatives-are-not-random/","index, follow","Why Special-Function Derivatives Are Not Random | Unit 2A | Better Grades","Learn why special-function derivatives are not random with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","2","2","0","0","9686","ac1a14a30a3d906f1d9c7c9845b78ede7b122db5092ba39394e6cf41108bdd55","2755","30fd96fba56098a5d4bac91d43b0d17430448b8e54712ec56f6e7a7b30406854"
"/subjects/math/calculus/derivatives/other-trig-functions/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/other-trig-functions/","index, follow","Derivatives of the Other Trigonometric Functions | Unit 2A | Better Grades","Learn derivatives of the other trigonometric functions with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","2","2","0","0","11157","85483699e279931ebe68065f5650c26d017c85155f84ccdf13813834d2d3765c","3401","d3bd71450836ed2e7a1ed706ba7f0e0b97a3cdee06b4531c4ffeff7696fbc491"
"/subjects/math/calculus/derivatives/exponential-e/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/exponential-e/","index, follow","The Derivative of the Natural Exponential | Unit 2A | Better Grades","Learn the derivative of the natural exponential with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","2","2","2","0","14401","3505a9ef457986f8a2744e79d43ad5d563a47c735df2c98e4281b621e9453ebd","4578","1f174d2c0da65c044fc4ffc8b0f79508581db741280d76a611d4feab84378eb1"
"/subjects/math/calculus/derivatives/general-exponential/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/general-exponential/","index, follow","Derivatives of General Exponential Functions | Unit 2A | Better Grades","Learn derivatives of general exponential functions with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","2","2","0","0","10743","71f3670bc8592d11a11ab9d9fd8046b68707899c813be9c9427869a81a3a4137","3167","d90060593e909a23cde684b947d593b3f3cab47ef07f56886aa4cc2ef45f7ca8"
"/subjects/math/calculus/derivatives/natural-log/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/natural-log/","index, follow","The Derivative of the Natural Logarithm | Unit 2A | Better Grades","Learn the derivative of the natural logarithm with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","2","2","2","0","14071","07fa8340fad487a10e8acd5e3bef16f4f6f7c0a29c49cee2b159027e91e200f9","4372","36c7a35970b0ad41e3725b24d6bb767a7e2b4bc430a0fa8e10914ddf93227293"
"/subjects/math/calculus/derivatives/general-logarithms/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/general-logarithms/","index, follow","Derivatives of General Logarithms | Unit 2A | Better Grades","Learn derivatives of general logarithms with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","2","2","0","0","10141","07e132f3455030829f0d379636c528a765a07af847887ab8133643be6851faa4","2973","824b69483769c6ac5ec57f2073ed4837235f29ef4007797bd4c18b9d967d4e9d"
"/subjects/math/calculus/derivatives/special-functions-review/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/special-functions-review/","index, follow","Trigonometric, Exponential, and Logarithmic Review | Unit 2A | Better Grades","Review trigonometric, exponential, and logarithmic review with mixed practice and links back to the exact lessons behind each skill. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","2","2","0","0","6759","52dcb4077071d48a8c86f5cb57db3fdc0e9c443bf0f3a73fe4355fdad056482a","1172","d5767044d1d267332f1bc1504f2e35308b456a0142e90059d2d181dc719d8523"
"/subjects/math/calculus/derivatives/special-functions-concept-quiz/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/special-functions-concept-quiz/","index, follow","Special Functions Concept Quiz | Unit 2A | Better Grades","Test conceptual understanding of special functions concept quiz with a short self-check and model responses. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","2","2","0","0","8016","325802411f381017bad69c9ff22354c30353e1e8cdc0a8775bbe9272983f765b","1234","e9bf191037454863b46056ba592e8d73f8f1d457781391861419917530766360"
"/subjects/math/calculus/derivatives/composition/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/composition/","index, follow","Composition and the Need for the Chain Rule | Unit 2A | Better Grades","Learn composition and the need for the chain rule with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","2","2","2","0","12815","2f61eb6aa6880d870b37883b775239282f57745abf8d1bca7fc3bc4da2165458","4106","4dab4b4423bb2e391e4f250f9c402293e45c95388bf00bbcd9b6f5d4ef163b95"
"/subjects/math/calculus/derivatives/chain-rule-map/","lesson","200","text/html; charset=utf-8","https://bettergrades.net/subjects/math/calculus/derivatives/chain-rule-map/","index, follow","A Visual and Verbal Map of the Chain Rule | Unit 2A | Better Grades","Learn a visual and verbal map of the chain rule with clear exposition, guided derivations, worked examples, visuals, checks, and interpretation. Part of Calculus I Unit 2A: Derivative Foundations and Techniques.","2","2","0","0","10349","6a42e97857eb2e8bd932977a329f81ba38b21a7b3af77c7bf2430eb3709b7277","3032","7004f0f02967fe4e8866ae9968396bf4ccb2f9a82ee9c76381c0af755a908fbf"
